"" "gene.id" "p.value" "q.value" "log.fc"
"1301" "YMR209C" 5.97764354843229e-13 3.00582199030316e-12 -1.0090883237496
"1302" "YNL100W" 6.05520744638602e-13 3.04248595347599e-12 1.23161626988402
"1303" "YGR078C" 6.10996292409893e-13 3.06764216803186e-12 -1.21297173510357
"1304" "YFR055W" 6.22728941771435e-13 3.12415087198522e-12 -1.42948978375362
"1305" "YOR271C" 6.2774537229502e-13 3.14690438739771e-12 -0.74682983265219
"1306" "YOR311C" 6.3249262972564e-13 3.16827471949857e-12 -0.918984113805
"1307" "YDR247W" 6.46074815848016e-13 3.23383431161264e-12 1.46600217655846
"1308" "YOL115W" 6.81659862450558e-13 3.40934160562045e-12 -0.914505904976967
"1309" "YMR146C" 6.82679830727337e-13 3.41183457037299e-12 -0.706021005011003
"1310" "YEL005C" 6.86555674282275e-13 3.42858566500354e-12 1.26589101098329
"1311" "YDR030C" 6.89233316162066e-13 3.43933207805663e-12 1.18677145111077
"1312" "YMR285C" 6.98441511241383e-13 3.48262527937586e-12 -0.93180362820714
"1313" "YPL248C" 7.11959461702014e-13 3.5473258175587e-12 1.10406383394202
"1314" "YGL099W" 7.14813330170831e-13 3.55883470774549e-12 -0.841420036486121
"1315" "YLR237W" 7.17916443303109e-13 3.57156606242505e-12 1.19913777854407
"1316" "YJR075W" 7.4223230376358e-13 3.68972927904357e-12 -0.762953957352077
"1317" "YOR136W" 7.7580888000122e-13 3.8537142695277e-12 -0.674495198760341
"1318" "YBR039W" 7.79445270575711e-13 3.8688398786846e-12 0.678097394030334
"1319" "YDR098C" 8.04452265642959e-13 3.98993686265067e-12 -0.761224420026758
"1320" "YEL022W" 8.05422747117464e-13 3.99172394821398e-12 -0.747857859921561
"1321" "YGR121C" 8.20512769413096e-13 4.06343265518582e-12 0.716542031984138
"1322" "YOR246C" 8.28714681685934e-13 4.10094663206459e-12 -0.839520658273168
"1323" "YKL197C" 8.73302750557808e-13 4.31832697970459e-12 0.922060481318296
"1324" "YIL123W" 8.88345806145604e-13 4.38939445906687e-12 -0.683376556309446
"1325" "YDR492W" 8.96236505403397e-13 4.4250409195087e-12 1.03836932996529
"1326" "YPL018W" 9.05411815279396e-13 4.46697141444782e-12 1.2854119789964
"1327" "YKR071C" 9.37293767285066e-13 4.62078057692457e-12 -0.709211519262841
"1328" "YMR024W" 9.79644327135327e-13 4.82592860551153e-12 -0.802714019933083
"1329" "YMR085W" 1.02733281792914e-12 5.05704386372645e-12 1.35023208943236
"1330" "YGR125W" 1.05108617636e-12 5.17007952311813e-12 -0.733495053357655
"1331" "YBR043C" 1.06584193655372e-12 5.23872122384256e-12 0.803262201840549
"1332" "YKR074W" 1.1310065210139e-12 5.55483833368838e-12 -1.23319352083115
"1333" "YMR036C" 1.21644925423048e-12 5.97000076607336e-12 1.09151834260664
"1334" "YGL027C" 1.2374846457974e-12 6.06868407256865e-12 -0.726188524378353
"1335" "YFL007W" 1.24959630243779e-12 6.12348989554159e-12 0.748075692357466
"1336" "YPL217C" 1.26399035011033e-12 6.1893898730702e-12 -0.981337005969944
"1337" "YNL117W" 1.29185653269011e-12 6.3211110223326e-12 5.24825920726763
"1338" "YBR225W" 1.33148709781966e-12 6.51015589980283e-12 0.943739602275415
"1339" "YJL050W" 1.37432159283164e-12 6.71457196437981e-12 -0.962640182624426
"1340" "YOR328W" 1.45429860876867e-12 7.10001604370497e-12 2.21038161423829
"1341" "YMR118C" 1.45618312353094e-12 7.10391498444398e-12 3.9696039620827
"1342" "YPL075W" 1.49345817816898e-12 7.28033040356294e-12 -0.780588385186441
"1343" "YOR042W" 1.56485734213544e-12 7.62270791679079e-12 0.745660522590339
"1344" "YGL238W" 1.60460740298485e-12 7.81052204637417e-12 -0.686302645058859
"1345" "YER142C" 1.7592667248722e-12 8.55696870937841e-12 0.945581798857114
"1346" "YKL201C" 1.8500597304101e-12 8.99189506414776e-12 0.767301775238561
"1347" "YBR238C" 1.9237838526813e-12 9.34327688510844e-12 -1.78844338498128
"1348" "YHR094C" 1.93293468991534e-12 9.38075574289775e-12 -2.21822876993023
"1349" "YDL003W" 1.94196529179947e-12 9.41759595178068e-12 -0.788617217622375
"1350" "YDL174C" 2.08428744617785e-12 1.01003025725152e-11 -0.641768409550846
"1351" "YGL106W" 2.08735335311635e-12 1.01076725655716e-11 -0.84003009133146
"1352" "YNL268W" 2.20854266987955e-12 1.06866021792544e-11 -0.66169015720259
"1353" "YMR311C" 2.23695460972185e-12 1.08160806036958e-11 0.72761678573044
"1354" "YOR299W" 2.2784679550389e-12 1.10086686572116e-11 -0.992259766714464
"1355" "YPR154W" 2.3888022228762e-12 1.15332429092665e-11 1.19254071369054
"1356" "YGR155W" 2.5071757358637e-12 1.2095828660782e-11 -0.63986615213883
"1357" "YGL148W" 2.51675146540974e-12 1.2133078914304e-11 -0.828766786022483
"1358" "YNL333W" 2.54325222494464e-12 1.22518085829071e-11 1.36122100064283
"1359" "YJL011C" 2.56318848015845e-12 1.23387630884449e-11 -1.4130339440257
"1360" "YHR070W" 2.56967255828121e-12 1.23608807913792e-11 -1.06405813422772
"1361" "YMR173W-A" 2.58167123296115e-12 1.24063667898379e-11 2.29434528694732
"1362" "YFL059W" 2.58292136468346e-12 1.24063667898379e-11 1.37496368106969
"1363" "YEL063C" 2.62481658722445e-12 1.25983493130025e-11 -0.696306830315377
"1364" "YCL048W-A" 2.63061028410384e-12 1.26169006441403e-11 5.74404344755264
"1365" "YGL056C" 2.64578558391561e-12 1.26803877582241e-11 0.736973859065579
"1366" "YLR303W" 2.7159110580879e-12 1.30069473953229e-11 -0.585098401220652
"1367" "YNL061W" 2.71977105850864e-12 1.30159050949257e-11 -0.671319260785633
"1368" "YBR205W" 2.73243298588115e-12 1.30665534205603e-11 -0.793684184993907
"1369" "YJR064W" 2.73434907256911e-12 1.30665534205603e-11 -0.661177023267734
"1370" "YGR083C" 2.79857676972131e-12 1.33637147646108e-11 -0.737046566617
"1371" "YHR051W" 2.9122756014433e-12 1.38965040004683e-11 0.693678915695203
"1372" "YDR173C" 2.91737382065263e-12 1.39106847920623e-11 1.05912271819716
"1373" "YJL037W" 2.94105105161336e-12 1.40133692495663e-11 2.67878850081015
"1374" "YDR298C" 3.00348076059701e-12 1.43004156738178e-11 0.695605147378889
"1375" "YFR020W" 3.07995727310544e-12 1.46538767132042e-11 -0.887088633751934
"1376" "YKL043W" 3.28142070327264e-12 1.56010568610535e-11 -0.875421053766622
"1377" "YNL030W" 3.28495576172389e-12 1.56065218541741e-11 -0.791297805581118
"1378" "YMR027W" 3.54283545277354e-12 1.6819469907144e-11 0.71883929189802
"1379" "YIR032C" 3.80037073869095e-12 1.80290249256825e-11 1.19885508238001
"1380" "YDR244W" 3.87447186821763e-12 1.83672427259998e-11 0.814041958666804
"1381" "YBL005W-B" 3.92296392560978e-12 1.85836567714259e-11 -0.875840942976435
"1382" "YPR163C" 3.98787441572531e-12 1.88774778782018e-11 -0.631182342310384
"1383" "YLL035W" 4.08901652681853e-12 1.93422603893325e-11 -1.04144567552548
"1384" "YFL044C" 4.13066425164107e-12 1.95251485073959e-11 0.802031515646457
"1385" "YMR309C" 4.23087880591594e-12 1.99844109374022e-11 -0.664488831239514
"1386" "YPL246C" 4.32646778972951e-12 2.04211776914939e-11 -0.903953799961733
"1387" "YCR068W" 4.43368997241595e-12 2.09121844264926e-11 1.02380082521225
"1388" "YBR085W" 4.52157663822143e-12 2.13113504086777e-11 -2.98130480319368
"1389" "YAL038W" 4.53659845314919e-12 2.13667581573089e-11 -0.983208538142352
"1390" "YEL053W-A" 4.62779358206953e-12 2.17805939668337e-11 -0.947082198318696
"1391" "YDR273W" 4.65212023668931e-12 2.1879346217413e-11 1.55993410757583
"1392" "YOL080C" 4.91330561638505e-12 2.30911245275797e-11 -1.38377409404844
"1393" "YNL130C" 4.98547653240631e-12 2.3413487060303e-11 -0.678403020480698
"1394" "YOR004W" 5.01330790184802e-12 2.35273029367932e-11 -1.0395091775616
"1395" "YMR137C" 5.55823014504254e-12 2.60659079633465e-11 1.08168704227361
"1396" "YJL070C" 5.60729586384875e-12 2.62771701585233e-11 0.957976770917986
"1397" "YIL045W" 5.86471591857699e-12 2.74638307368151e-11 2.8648701650456
"1398" "YPL196W" 5.89999585912973e-12 2.76092796211922e-11 0.999129497224562
"1399" "YLR227W-B" 5.98960711135361e-12 2.80085845049859e-11 -0.729742583825668
"1400" "YJL166W" 6.56489445435643e-12 3.06768139431427e-11 0.890175036740985
"1401" "YIR025W" 6.67385714235939e-12 3.11637212172128e-11 1.11938464015766
"1402" "YLR220W" 6.87309931844966e-12 3.20711952505689e-11 0.69979185619925
"1403" "YIR026C" 7.00551232941805e-12 3.26657602701731e-11 -0.962286150275077
"1404" "YHR202W" 7.14694403352999e-12 3.33015013300236e-11 0.997584476177259
"1405" "YLR287C-A" 7.39415486215531e-12 3.44288691161709e-11 -0.765591289450092
"1406" "YER041W" 7.46304352704085e-12 3.47249151876965e-11 0.95534346378883
"1407" "YDL084W" 7.94323184455907e-12 3.69329230469833e-11 -0.620518756434366
"1408" "YNR043W" 8.05516582191671e-12 3.74267718799567e-11 -0.757618182851788
"1409" "YOR143C" 8.42205741378948e-12 3.91036902775094e-11 -1.15515790439401
"1410" "YHR170W" 8.67024535704942e-12 4.02274788126364e-11 -0.706145134552236
"1411" "YAL016W" 8.78828461961098e-12 4.07462494553473e-11 0.654245429621242
"1412" "YLL034C" 9.14789913300896e-12 4.238353833438e-11 -0.947453174981176
"1413" "YHR149C" 9.27013909610601e-12 4.29194974994519e-11 -0.784579727357351
"1414" "YLR294C" 9.99883276248782e-12 4.62605119746784e-11 0.994236886707356
"1415" "YOR101W" 1.00825362648812e-11 4.66148072401785e-11 -0.945186379483002
"1416" "YHR144C" 1.07050480839073e-11 4.94579269526283e-11 -1.22479165238182
"1417" "YKL096W-A" 1.07814630865231e-11 4.97758161693959e-11 1.26486422137969
"1418" "YLR053C" 1.16291357171377e-11 5.36514850927465e-11 1.87990951812309
"1419" "YJL036W" 1.20113626679666e-11 5.53758524128524e-11 1.01053830036749
"1420" "YAL027W" 1.24811433208637e-11 5.75011546514722e-11 1.16565625550929
"1421" "YPL187W" 1.31344808025329e-11 6.04685245673261e-11 5.27733596900873
"1422" "YLL001W" 1.3183736776579e-11 6.06526061831082e-11 0.705749385930627
"1423" "YMR295C" 1.33278021116095e-11 6.12722989558321e-11 0.75341735735211
"1424" "YGL187C" 1.33861376803934e-11 6.1471412265523e-11 0.714473795378887
"1425" "YLR084C" 1.33899056065989e-11 6.1471412265523e-11 -0.762534275001088
"1426" "YOR241W" 1.34288196366436e-11 6.16068289361307e-11 -0.749366820612028
"1427" "YML043C" 1.37498319016782e-11 6.30353190615126e-11 -1.19193980855416
"1428" "YER037W" 1.39476325527097e-11 6.38973474508591e-11 2.01474777800677
"1429" "YEL042W" 1.40483361079201e-11 6.43136562757267e-11 -0.648836212543874
"1430" "YMR259C" 1.41459356839566e-11 6.47151826884226e-11 -0.777754748694936
"1431" "YNL265C" 1.42438782428728e-11 6.51177159083672e-11 1.05361838714869
"1432" "YPL212C" 1.43720713574216e-11 6.5657884651014e-11 -0.919805938231128
"1433" "YHL010C" 1.47778374416171e-11 6.74592377076261e-11 1.09034095340362
"1434" "YDR505C" 1.47869989105374e-11 6.74592377076261e-11 0.698223237817022
"1435" "YJL132W" 1.49625672739799e-11 6.82126237675096e-11 1.88357944229337
"1436" "YLR077W" 1.51532555230751e-11 6.90338423620874e-11 0.759155234188728
"1437" "YOR115C" 1.51669635756812e-11 6.90482085679238e-11 -0.907879965742251
"1438" "YAR002C-A" 1.5545285405415e-11 7.07213192783204e-11 -0.683239017143173
"1439" "YJR063W" 1.56265741842702e-11 7.1041729196314e-11 -1.22527367981907
"1440" "YOR204W" 1.57554513289553e-11 7.15778906902956e-11 -0.664862912499154
"1441" "YER072W" 1.58987282466116e-11 7.21786816025905e-11 -0.895638309575489
"1442" "YER179W" 1.59334341312213e-11 7.2286079116817e-11 2.0632287087095
"1443" "YIR012W" 1.61180536681986e-11 7.30729778914449e-11 -0.730328261009533
"1444" "YDR449C" 1.69882846333351e-11 7.69649294122424e-11 -0.965189749166903
"1445" "YFR008W" 1.71117023263953e-11 7.7470419805729e-11 1.34660401977344
"1446" "YMR164C" 1.80262828417729e-11 8.15545936036503e-11 0.903868476039891
"1447" "YDR377W" 1.82511619384195e-11 8.25149284043818e-11 0.829230524256972
"1448" "YBL085W" 1.83951901814835e-11 8.31086561928627e-11 -0.71701363016532
"1449" "YGL104C" 1.88919003240197e-11 8.52938660591699e-11 1.15117851499477
"1450" "YCL059C" 1.89124420514018e-11 8.53277213105314e-11 -0.802998774650064
"1451" "YPR114W" 1.90235473670402e-11 8.57698462268623e-11 -0.823668918851306
"1452" "YDL023C" 1.92983417439225e-11 8.69488647994083e-11 0.911728101331163
"1453" "YKR014C" 1.93334054291692e-11 8.70468949192189e-11 0.752777499114045
"1454" "YDR497C" 1.96579485098813e-11 8.8447248384899e-11 -0.564429672430554
"1455" "YER136W" 1.97538365345234e-11 8.88175935456029e-11 0.671089562015709
"1456" "YPR127W" 1.98896715671065e-11 8.93669171648427e-11 2.5187554838961
"1457" "YBR115C" 2.08736395522113e-11 9.372364444102e-11 -0.907767351646439
"1458" "YMR056C" 2.17338865134356e-11 9.75192630801752e-11 2.50953845018355
"1459" "YJL080C" 2.29633305447647e-11 1.02965118864874e-10 -0.614237953366454
"1460" "YDL212W" 2.30574653868134e-11 1.03316396274338e-10 -0.689379911495428
"1461" "YLR172C" 2.33308938661814e-11 1.04470025785461e-10 -0.745924281164325
"1462" "YIL073C" 2.34549255623038e-11 1.04953572522976e-10 1.24392583373586
"1463" "YLR351C" 2.37407657560422e-11 1.06160006545474e-10 -0.728820470124217
"1464" "YJL062W" 2.37716294125682e-11 1.06225409574468e-10 -0.786372767631367
"1465" "YLR183C" 2.4231013445318e-11 1.08204293487556e-10 -0.819649833189747
"1466" "YEL066W" 2.42923993291295e-11 1.08334534946773e-10 1.00719344961702
"1467" "YEL001C" 2.42932991083638e-11 1.08334534946773e-10 -0.766081326197117
"1468" "YBL024W" 2.44742710124481e-11 1.09067221364738e-10 -0.825103551300044
"1469" "YCL012C" 2.58593796040161e-11 1.15161376017341e-10 1.7693996122584
"1470" "YML106W" 2.603565651739e-11 1.15867527167868e-10 -0.661057343306991
"1471" "YOR079C" 2.67389473637559e-11 1.18916515060293e-10 -1.0669645413137
"1472" "YCL037C" 2.80554147644705e-11 1.2468649686764e-10 -1.75636955329543
"1473" "YJL167W" 2.88961459901196e-11 1.28335768545392e-10 -0.59856524812744
"1474" "YDR122W" 2.9359028267347e-11 1.30303095607181e-10 0.714969698193228
"1475" "YNL293W" 2.99082617194305e-11 1.32650744521027e-10 0.897990901107598
"1476" "YGR205W" 2.99286986074126e-11 1.32651454125809e-10 1.44034288131271
"1477" "YOL044W" 3.19437031367935e-11 1.41486598456942e-10 1.10571531406556
"1478" "YDR330W" 3.22235778891126e-11 1.4262966613706e-10 0.818802287749143
"1479" "YHL007C" 3.23301687806801e-11 1.43004708697234e-10 -0.694357692831151
"1480" "YML130C" 3.42579110010154e-11 1.51429225519353e-10 -0.710397394384992
"1481" "YKL193C" 3.49774953743935e-11 1.54505587264876e-10 0.927132037240672
"1482" "YDL189W" 3.78765140028603e-11 1.67198484889819e-10 -0.832843167876779
"1483" "YAL056W" 3.83929589213681e-11 1.69363949604579e-10 0.746674408496311
"1484" "YDR299W" 3.87132834352466e-11 1.70661927380986e-10 -0.77822155546377
"1485" "YDR274C" 4.11733447827432e-11 1.81384526308893e-10 1.66106075664114
"1486" "YHR139C" 4.13003171891361e-11 1.81821450236426e-10 4.76500247426607
"1487" "YIL118W" 4.22699815799807e-11 1.85965177872383e-10 -0.858552438098961
"1488" "YDL181W" 4.27645933840199e-11 1.88014764730012e-10 1.70637654263812
"1489" "YPL012W" 4.34442655738936e-11 1.90862591736482e-10 -0.861748689986801
"1490" "YPL238C" 4.3470691178135e-11 1.90862591736482e-10 -1.06307819097139
"1491" "YLR009W" 4.41173370093833e-11 1.93571843538153e-10 -0.816439887544408
"1492" "YOR202W" 4.45436269854268e-11 1.9531126524039e-10 -0.701953147349423
"1493" "YDR341C" 4.54960467630936e-11 1.99353742748934e-10 -0.601925974068001
"1494" "YCL032W" 4.74323505185019e-11 2.07699087745676e-10 0.906107966954189
"1495" "YPR191W" 5.05084813295447e-11 2.21021060105606e-10 0.613920140186325
"1496" "YMR074C" 5.05870528880494e-11 2.21216911760441e-10 -0.773061708250574
"1497" "YOR386W" 5.50226716220957e-11 2.40453118070642e-10 1.08067313822257
"1498" "YJL076W" 5.6089454591536e-11 2.44951409838337e-10 -0.900605275850413
"1499" "YGR187C" 5.61410751954022e-11 2.45013284808753e-10 -0.781351733633202
"1500" "YFR011C" 5.80417010350826e-11 2.53139205447674e-10 0.856313792929625
"1501" "YCR069W" 5.8546412869518e-11 2.55170308455954e-10 0.744165651479331
"1502" "YCR016W" 5.91379092908016e-11 2.57576699454344e-10 -0.999023034988491
"1503" "YJL159W" 6.19958059393331e-11 2.6984468559888e-10 0.567487584811412
"1504" "YGR161C" 6.82776707054987e-11 2.96989708613944e-10 3.10116933717436
"1505" "YKR050W" 6.8586077800707e-11 2.98132970745665e-10 0.873001097464497
"1506" "YJR029W" 7.00040172392425e-11 3.04094475948954e-10 -0.633473501976579
"1507" "YGR066C" 7.47647066651027e-11 3.2455919774592e-10 1.93469315582022
"1508" "YLR429W" 7.89134074902873e-11 3.42341851327228e-10 -0.635801084656157
"1509" "YMR235C" 8.29850228356353e-11 3.5976674578577e-10 -0.689406700045954
"1510" "YER056C" 8.31449835227047e-11 3.60221511394393e-10 -0.994525093902385
"1511" "YMR221C" 8.42999093369108e-11 3.6498345922043e-10 -0.710775555404259
"1512" "YOL060C" 8.62693378293188e-11 3.73263232856748e-10 0.749375037965456
"1513" "YDR037W" 8.7662233679944e-11 3.7903921529028e-10 -0.949508728513515
"1514" "YMR017W" 8.79947170477442e-11 3.80225521087412e-10 2.51034031281793
"1515" "YDL063C" 8.83651243152828e-11 3.81574021960779e-10 -0.90397745635788
"1516" "YGR054W" 9.11079638398758e-11 3.93158508865744e-10 -0.903368551124351
"1517" "YML030W" 9.19642056371262e-11 3.96591847909084e-10 0.820456525931934
"1518" "YKR091W" 9.25935048046016e-11 3.99042627425365e-10 1.57839048008318
"1519" "YJL217W" 9.39553807560301e-11 4.04645227719519e-10 1.49043046307271
"1520" "YDR275W" 9.58904584860569e-11 4.12707486457753e-10 2.05852353269504
"1521" "YDL066W" 1.0185293222629e-10 4.38081448142268e-10 -0.603229905263308
"1522" "YPR044C" 1.06761576761213e-10 4.58892401558379e-10 -0.941940534571774
"1523" "YDL143W" 1.09009934837366e-10 4.68248846819469e-10 -0.612191662785403
"1524" "YLR299W" 1.09343769451952e-10 4.69374632384952e-10 0.721806579028067
"1525" "YNR075W" 1.14232502615461e-10 4.90038709580553e-10 -1.25546651931832
"1526" "YNL239W" 1.16818185315127e-10 5.00802469417799e-10 0.654249355956963
"1527" "YCR014C" 1.17431457114624e-10 5.03101894200308e-10 1.00706933512706
"1528" "YGL197W" 1.20004918702994e-10 5.13790692509808e-10 0.657376178630368
"1529" "YOR253W" 1.20189136519618e-10 5.14242858804016e-10 -1.01470335072338
"1530" "YJR069C" 1.22445772196065e-10 5.23555713533762e-10 -0.930040131463668
"1531" "YER066W" 1.23912026800305e-10 5.29479085125799e-10 1.59649773931554
"1532" "YPL107W" 1.25229677215007e-10 5.34760149047373e-10 0.969330053702485
"1533" "YLR106C" 1.28414029027187e-10 5.48000376970551e-10 -0.816625172653443
"1534" "YLR310C" 1.32302188073382e-10 5.64224846398999e-10 0.612074319027381
"1535" "YDL128W" 1.34960718372351e-10 5.75187634913302e-10 0.776718417630322
"1536" "YDR039C" 1.36050487866462e-10 5.79454616941663e-10 2.08647304654564
"1537" "YJL020C" 1.37783479925979e-10 5.86073125233264e-10 0.626286135470812
"1538" "YLR256W" 1.37783623755543e-10 5.86073125233264e-10 0.653908598776439
"1539" "YOL025W" 1.39602744861641e-10 5.93425053206532e-10 0.959946967039733
"1540" "YMR033W" 1.4017041224044e-10 5.95451192777245e-10 -0.741649945970966
"1541" "YPR065W" 1.4353991942228e-10 6.09369339948446e-10 0.692645512270424
"1542" "YCR102C" 1.45273750818525e-10 6.16330011578984e-10 -1.84571668292714
"1543" "YEL039C" 1.47262816978604e-10 6.24363803418034e-10 2.94955244458159
"1544" "YHR211W" 1.49449967806752e-10 6.3322648276669e-10 0.793393560468889
"1545" "YMR140W" 1.55383640973268e-10 6.57941604690693e-10 0.860243431146849
"1546" "YJL133W" 1.57352722335333e-10 6.65848324396991e-10 -1.01493984388571
"1547" "YLR307W" 1.59068603966883e-10 6.72674083485035e-10 2.20346388140397
"1548" "YDR210C-D" 1.61537348783754e-10 6.82672697508602e-10 -0.706289658441899
"1549" "YMR284W" 1.87423148796686e-10 7.9155728820395e-10 0.917155742126474
"1550" "YCL011C" 1.91217375544894e-10 8.07060690848192e-10 -0.631819912375842
"1551" "YPL043W" 1.93139419448532e-10 8.1464737719684e-10 -0.872083570870114
"1552" "YLR364W" 2.04754226845462e-10 8.63081283519982e-10 -1.15308956410224
"1553" "YJR035W" 2.07160626254028e-10 8.72063224174822e-10 0.772792661870769
"1554" "YOR046C" 2.07160915981499e-10 8.72063224174822e-10 -0.647095719901368
"1555" "YJR021C" 2.07284976091692e-10 8.72063224174822e-10 1.12409403758797
"1556" "YOR350C" 2.09656319063517e-10 8.81472775908438e-10 0.841158707210523
"1557" "YGR111W" 2.16308719070435e-10 9.08857829260621e-10 0.803600372642186
"1558" "YMR317W" 2.19438523210891e-10 9.21416443418261e-10 0.806468276257893
"1559" "YGR261C" 2.27733670373469e-10 9.55634170354866e-10 -0.683716939791267
"1560" "YGR053C" 2.28699318376682e-10 9.5907111591042e-10 1.66036839136938
"1561" "YKL065C" 2.38869155262626e-10 1.00107752320826e-09 0.788212672957152
"1562" "YLR002C" 2.4254102912441e-10 1.01581524489878e-09 -0.799423357519091
"1563" "YOR075W" 2.54336931592728e-10 1.06453756012772e-09 0.866705587194889
"1564" "YHR177W" 2.57719718875752e-10 1.07800665018234e-09 -1.3470283452813
"1565" "YPL179W" 2.59841491235682e-10 1.08618724323567e-09 0.638290736716282
"1566" "YNR064C" 2.60819998544718e-10 1.08958137323087e-09 1.65037366447493
"1567" "YER084W" 2.69661631845768e-10 1.12579859319401e-09 4.0056725535243
"1568" "YHR024C" 2.79871515135527e-10 1.16767822194937e-09 -0.679475588393216
"1569" "YGL105W" 2.81168029105092e-10 1.17233986386584e-09 -0.58666935586963
"1570" "YGR210C" 2.8366165212263e-10 1.18198377591481e-09 -0.667023040009287
"1571" "YJL188C" 2.85440535552636e-10 1.18863907293784e-09 -0.673641363410333
"1572" "YER110C" 2.91103385586737e-10 1.21144933111224e-09 -0.70331529733315
"1573" "YGL263W" 2.96274646630893e-10 1.23218610188131e-09 -1.52444046916024
"1574" "YJL213W" 2.97294789072228e-10 1.23564327198889e-09 -1.81744730382219
"1575" "YIL019W" 3.05098737973188e-10 1.26727361512419e-09 -0.885640747990241
"1576" "YDL137W" 3.11031627855622e-10 1.29109702375094e-09 0.624299184752976
"1577" "YBL079W" 3.21353775723727e-10 1.3330985420321e-09 -0.606722389257557
"1578" "YHR066W" 3.22539447814021e-10 1.33716924435952e-09 -0.745780615620206
"1579" "YAL044C" 3.29422347615755e-10 1.36483913749352e-09 -0.754446896673153
"1580" "YER113C" 3.35602315911254e-10 1.38956351309584e-09 -0.804852214077221
"1581" "YOR048C" 3.42784209337366e-10 1.41840246520243e-09 -0.642105171541754
"1582" "YKR026C" 3.56851566627825e-10 1.47567822305893e-09 -0.881830475578897
"1583" "YMR054W" 3.61299490882615e-10 1.49312777596593e-09 -0.62680322947956
"1584" "YBR089C-A" 3.81486690105348e-10 1.57555929713964e-09 0.859225372497653
"1585" "YNL250W" 3.94114486338152e-10 1.62668578525185e-09 0.782118348046507
"1586" "YBR196C" 3.95533911268671e-10 1.63151503626711e-09 -0.575436202470796
"1587" "YHR090C" 4.0651312536257e-10 1.67574597739252e-09 0.931781125452247
"1588" "YGR223C" 4.10834882218715e-10 1.69249483594133e-09 0.862953453080728
"1589" "YMR072W" 4.18851157626084e-10 1.72443314864056e-09 0.680714709827935
"1590" "YDR272W" 4.396925777402e-10 1.80909990162037e-09 0.709148230848637
"1591" "YLR056W" 4.63866950624727e-10 1.9073649220534e-09 -0.554546417311185
"1592" "YDL121C" 4.8815586721983e-10 2.00597718803526e-09 -0.817351103807846
"1593" "YBR034C" 4.91132181971791e-10 2.01694082514718e-09 -0.722481860636551
"1594" "YJL145W" 4.91529213336967e-10 2.01730496464896e-09 -0.813649924833553
"1595" "YPL266W" 4.97647687389965e-10 2.04113553034806e-09 -0.750102381730547
"1596" "YKL103C" 4.98315763038526e-10 2.04259506378323e-09 0.698640925023256
"1597" "YNL283C" 4.98787591064908e-10 2.04324885456896e-09 -0.67437346417105
"1598" "YEL072W" 5.06286436356654e-10 2.07266950353269e-09 -0.986309410433706
"1599" "YBR057C" 5.11968682331762e-10 2.09462108806403e-09 0.804023200783557
"1600" "YDR280W" 5.22097297537237e-10 2.13472532530538e-09 -0.822057146550431
"1601" "YPR148C" 5.22481949274097e-10 2.13496371777086e-09 0.597603713112216
"1602" "YDR006C" 5.39730890437214e-10 2.20406959128605e-09 0.691229954788685
"1603" "YNL291C" 6.04206303697754e-10 2.46582510217761e-09 -0.84673180199187
"1604" "YBR155W" 6.1750029202669e-10 2.51733845512897e-09 -0.815553643043654
"1605" "YBR204C" 6.17598321687863e-10 2.51733845512897e-09 0.890562111251746
"1606" "YER044C" 6.31922380429937e-10 2.57411968416728e-09 -0.78193071215117
"1607" "YBR273C" 6.37411738618346e-10 2.5948647131557e-09 0.705990895674036
"1608" "YCR048W" 6.68121791355168e-10 2.71819201433178e-09 -0.826883395209545
"1609" "YBR002C" 6.72961266099042e-10 2.73617936781848e-09 -0.898369980181512
"1610" "YPL082C" 7.03302478260739e-10 2.85776696446072e-09 -0.672509635434034
"1611" "YDL085C-A" 7.10650695958761e-10 2.88583293169598e-09 -1.79848542687283
"1612" "YAL049C" 7.19808381335402e-10 2.92077226258725e-09 0.704604521319601
"1613" "YOL077W-A" 7.20147609225502e-10 2.92077226258725e-09 0.848995400977433
"1614" "YCL064C" 7.40937930176194e-10 3.00323168476621e-09 1.71027024825926
"1615" "YDR186C" 7.46353945558998e-10 3.02331115284642e-09 0.5988087097203
"1616" "YPR134W" 7.55707879459545e-10 3.05930751697051e-09 0.933812311806692
"1617" "YER151C" 7.9596411880868e-10 3.21996463274481e-09 -0.630796789620874
"1618" "YLR008C" 7.96377678963787e-10 3.21996463274481e-09 -0.97459628374489
"1619" "YML081W" 8.07177851180387e-10 3.26161674022365e-09 -0.659737251364521
"1620" "YIL152W" 8.13596907455326e-10 3.28552528924243e-09 1.08134915726601
"1621" "YPL110C" 8.32071422268433e-10 3.35805752281313e-09 0.747725905101351
"1622" "YIL065C" 8.4297761454159e-10 3.39997506432249e-09 0.96086896387687
"1623" "YBR252W" 8.63901898932891e-10 3.4822219487486e-09 -0.888453202210261
"1624" "YGL038C" 8.65845504207272e-10 3.48790719736698e-09 0.772549918057314
"1625" "YDR417C" 8.89649998622293e-10 3.58159402522280e-09 -0.69464978562339
"1626" "YPL026C" 8.93193231593772e-10 3.59364706093878e-09 0.663066223351793
"1627" "YAR002W" 9.45407502480026e-10 3.80138652810346e-09 -0.720677054058331
"1628" "YKL104C" 9.49316880367979e-10 3.81476107577845e-09 0.577324464975703
